,,,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,09/01/2022,,,,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022,10/01/2022
State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered),State_Code,State,District,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male(Doses Administered),Female(Doses Administered),Transgender(Doses Administered),Covaxin (Doses Administered),Covishield (Doses Administered)
HP,Himachal Pradesh,Chamba,754371,0,0,396512,357859,371030,383174,167,22746,731625,HP,Himachal Pradesh,Chamba,755299.0,7787.0,25.0,396841.0,357922.0,371233.0,383363.0,167.0,23013.0,732286.0
HP,Himachal Pradesh,Hamirpur,772564,1,1,407315,365249,359827,412500,237,22956,749608,HP,Himachal Pradesh,Hamirpur,774343.0,2601.0,20.0,408339.0,365428.0,360464.0,413066.0,237.0,23824.0,750519.0
HP,Himachal Pradesh,Kangra,2437362,0,0,1281216,1156146,1169849,1266841,672,76262,2361100,HP,Himachal Pradesh,Kangra,2443898.0,24550.0,93.0,1285921.0,1156146.0,1172290.0,1269099.0,678.0,80967.0,2362931.0
HP,Himachal Pradesh,Kinnaur,152259,0,0,82724,69535,89748,62481,30,2459,149800,HP,Himachal Pradesh,Kinnaur,152669.0,548.0,10.0,82752.0,69567.0,89784.0,62505.0,30.0,2480.0,150189.0
HP,Himachal Pradesh,Kullu,715789,0,0,384066,331723,381643,333978,168,20427,695362,HP,Himachal Pradesh,Kullu,716548.0,2490.0,28.0,384162.0,331974.0,381867.0,334101.0,168.0,20427.0,696121.0
HP,Himachal Pradesh,Lahaul and Spiti,58489,0,0,32849,25640,35864,22614,11,681,57808,HP,Himachal Pradesh,Lahaul and Spiti,58630.0,247.0,2.0,32855.0,25646.0,35872.0,22618.0,11.0,681.0,57949.0
HP,Himachal Pradesh,Mandi,1591509,1987,17,843994,747515,763236,827931,342,50339,1541170,HP,Himachal Pradesh,Mandi,1595868.0,8429.0,77.0,845960.0,747975.0,764533.0,829058.0,344.0,51962.0,1543906.0
HP,Himachal Pradesh,Shimla,1386725,0,0,731239,655486,759363,627102,260,28684,1358041,HP,Himachal Pradesh,Shimla,1387685.0,8380.0,50.0,731825.0,655656.0,759824.0,627396.0,261.0,29126.0,1358559.0
HP,Himachal Pradesh,Sirmaur,886814,110,1,468770,418044,484607,402065,142,27926,858888,HP,Himachal Pradesh,Sirmaur,887798.0,5003.0,31.0,469069.0,418261.0,484890.0,402298.0,142.0,28105.0,859693.0
HP,Himachal Pradesh,Solan,1374712,975,4,745629,629083,827279,547143,290,28054,1343684,HP,Himachal Pradesh,Solan,1379736.0,13503.0,81.0,748850.0,630368.0,829842.0,549083.0,293.0,30477.0,1346285.0
HP,Himachal Pradesh,Una,905789,501,1,471065,434724,453990,451515,284,28052,877737,HP,Himachal Pradesh,Una,907634.0,6291.0,29.0,472298.0,434927.0,454804.0,452136.0,285.0,29117.0,878517.0
JK,Jammu and Kashmir,Anantnag,1586474,94908,55,812377,774097,842998,743224,252,189133,1397341,JK,Jammu and Kashmir,Anantnag,1593174.0,162487.0,95.0,818371.0,774334.0,845898.0,746552.0,255.0,195026.0,1398148.0
JK,Jammu and Kashmir,Bandipora,618489,9819,31,308897,309592,343999,274424,66,4377,614112,JK,Jammu and Kashmir,Bandipora,619415.0,15883.0,36.0,309554.0,309780.0,344432.0,274836.0,66.0,5028.0,614387.0
JK,Jammu and Kashmir,Baramulla,1560212,79010,109,796536,763676,839050,720783,379,148080,1412132,JK,Jammu and Kashmir,Baramulla,1566256.0,98774.0,120.0,799479.0,766559.0,841827.0,723830.0,381.0,150911.0,1415345.0
JK,Jammu and Kashmir,Budgam,1216002,136915,117,612010,603992,688486,527353,163,72652,1143350,JK,Jammu and Kashmir,Budgam,1218556.0,143161.0,128.0,614207.0,604017.0,689607.0,528454.0,163.0,74766.0,1143790.0
JK,Jammu and Kashmir,Doda,640388,43300,82,328878,311510,350148,290137,103,9007,631381,JK,Jammu and Kashmir,Doda,642059.0,43975.0,83.0,329506.0,311618.0,350559.0,290462.0,103.0,9569.0,632490.0
JK,Jammu and Kashmir,Ganderbal,470007,14921,66,240536,229471,259100,210862,45,11272,458735,JK,Jammu and Kashmir,Ganderbal,471785.0,15893.0,69.0,241986.0,229604.0,259956.0,211589.0,45.0,12648.0,459137.0
JK,Jammu and Kashmir,Jammu,2351031,105654,91,1267738,1083293,1274228,1076099,704,327724,2023307,JK,Jammu and Kashmir,Jammu,2374519.0,176264.0,107.0,1275524.0,1096716.0,1286067.0,1085462.0,710.0,334097.0,2040422.0
JK,Jammu and Kashmir,Kathua,989350,80452,111,518920,470430,525924,463285,141,17357,971993,JK,Jammu and Kashmir,Kathua,996723.0,95974.0,124.0,523188.0,473248.0,530237.0,466057.0,142.0,20835.0,975888.0
JK,Jammu and Kashmir,Kishtwar,310282,11324,41,170558,139724,170125,140105,52,1430,308852,JK,Jammu and Kashmir,Kishtwar,311169.0,13621.0,54.0,170807.0,140291.0,170536.0,140510.0,52.0,1652.0,309517.0
JK,Jammu and Kashmir,Kulgam,814942,35449,139,411534,403408,447967,366879,96,32416,782526,JK,Jammu and Kashmir,Kulgam,820882.0,38114.0,140.0,412912.0,407808.0,450966.0,369658.0,96.0,33716.0,787166.0
JK,Jammu and Kashmir,Kupwara,1348915,29707,28,688511,660404,749652,599071,192,102443,1246472,JK,Jammu and Kashmir,Kupwara,1355340.0,56047.0,53.0,690032.0,665254.0,753129.0,601965.0,192.0,103929.0,1251411.0
JK,Jammu and Kashmir,Punch,786504,34509,70,405949,380555,437448,348948,108,130963,655541,JK,Jammu and Kashmir,Punch,791070.0,42382.0,79.0,410380.0,380574.0,439964.0,350882.0,108.0,135379.0,655691.0
JK,Jammu and Kashmir,Pulwama,879041,20371,93,446183,432858,485048,393900,93,13889,865152,JK,Jammu and Kashmir,Pulwama,882749.0,32496.0,95.0,448869.0,433365.0,486799.0,395342.0,93.0,16523.0,866226.0
JK,Jammu and Kashmir,Rajouri,1025172,33160,77,514097,511075,572505,452520,147,23624,1001548,JK,Jammu and Kashmir,Rajouri,1027648.0,34090.0,81.0,515860.0,511664.0,573891.0,453486.0,147.0,25360.0,1002288.0
JK,Jammu and Kashmir,Ramban,448671,4170,28,230265,218406,263951,184661,59,5844,442827,JK,Jammu and Kashmir,Ramban,449481.0,10450.0,34.0,230897.0,218461.0,264246.0,185053.0,59.0,6437.0,443044.0
JK,Jammu and Kashmir,Reasi,505824,1150,7,258473,247351,286409,219368,47,5496,500328,JK,Jammu and Kashmir,Reasi,507593.0,21074.0,98.0,259367.0,248011.0,287270.0,220061.0,47.0,6265.0,501328.0
JK,Jammu and Kashmir,Samba,569481,2707,9,311416,258065,309767,259560,154,14687,554794,JK,Jammu and Kashmir,Samba,571463.0,16655.0,27.0,312296.0,258755.0,310581.0,260316.0,154.0,15239.0,556224.0
JK,Jammu and Kashmir,Shopiyan,423091,8951,74,216906,206185,236204,186842,45,12605,410486,JK,Jammu and Kashmir,Shopiyan,425618.0,15445.0,75.0,219284.0,206205.0,237355.0,188089.0,45.0,14981.0,410637.0
JK,Jammu and Kashmir,Srinagar,1926858,54417,21,985778,941080,1154685,771581,592,261454,1665404,JK,Jammu and Kashmir,Srinagar,1932532.0,85634.0,54.0,989318.0,943003.0,1157424.0,774304.0,593.0,264708.0,1667824.0
JK,Jammu and Kashmir,Udhampur,863858,74041,74,455860,407998,435490,428194,174,18560,845298,JK,Jammu and Kashmir,Udhampur,868339.0,59179.0,115.0,459018.0,408899.0,437640.0,430103.0,174.0,21497.0,846842.0
JH,Jharkhand,Bokaro,2035870,109183,181,1269451,766419,1060686,974539,645,187244,1848626,JH,Jharkhand,Bokaro,2058537.0,114545.0,211.0,1286526.0,771291.0,1072237.0,984927.0,653.0,197221.0,1861316.0
JH,Jharkhand,Chatra,911120,54335,152,582725,328395,443790,467184,146,61541,849579,JH,Jharkhand,Chatra,917628.0,56764.0,144.0,587050.0,330536.0,446731.0,470708.0,147.0,63957.0,853671.0
JH,Jharkhand,Deoghar,1370063,36039,47,854106,515957,730242,639504,317,198223,1171840,JH,Jharkhand,Deoghar,1377142.0,57800.0,69.0,857860.0,518852.0,733575.0,642819.0,318.0,202293.0,1174849.0
JH,Jharkhand,Dhanbad,2345686,46857,170,1457740,887946,1244435,1100535,716,278714,2066972,JH,Jharkhand,Dhanbad,2364038.0,57531.0,200.0,1467412.0,896311.0,1253112.0,1109887.0,724.0,284325.0,2079713.0
JH,Jharkhand,Dumka,1325590,58429,252,809940,515650,650243,675147,200,187287,1138303,JH,Jharkhand,Dumka,1332730.0,64435.0,280.0,814704.0,517914.0,653706.0,678711.0,201.0,190774.0,1141956.0
JH,Jharkhand,East Singhbhum,2758924,60635,144,1603524,1155400,1431709,1326379,836,341046,2416057,JH,Jharkhand,East Singhbhum,2773057.0,57920.0,150.0,1611701.0,1160325.0,1438144.0,1333034.0,848.0,347410.0,2423824.0
JH,Jharkhand,Garhwa,1149444,77789,52,755895,393549,586261,562874,309,182053,967391,JH,Jharkhand,Garhwa,1156370.0,82018.0,55.0,760407.0,395846.0,589437.0,566505.0,311.0,186084.0,970286.0
JH,Jharkhand,Giridih,2057934,88947,105,1297606,760328,997570,1059904,460,219798,1838136,JH,Jharkhand,Giridih,2073305.0,95195.0,105.0,1308058.0,765014.0,1004929.0,1067679.0,464.0,226283.0,1847022.0
JH,Jharkhand,Godda,1178887,82500,198,726956,451931,600512,578197,178,228668,950219,JH,Jharkhand,Godda,1185234.0,94252.0,202.0,731156.0,453848.0,603504.0,581320.0,180.0,233145.0,952089.0
JH,Jharkhand,Gumla,974288,124279,146,623524,350764,485210,488838,240,179247,795041,JH,Jharkhand,Gumla,983916.0,139661.0,144.0,630129.0,353640.0,489865.0,493660.0,244.0,185468.0,798448.0
JH,Jharkhand,Hazaribagh,1705567,39831,179,1035419,670148,839384,865545,638,306491,1399076,JH,Jharkhand,Hazaribagh,1714589.0,49133.0,203.0,1041509.0,672911.0,843494.0,870287.0,639.0,311678.0,1402911.0
JH,Jharkhand,Jamtara,743165,69372,114,480670,262495,384727,358348,90,120252,622913,JH,Jharkhand,Jamtara,745597.0,79229.0,117.0,482241.0,263308.0,385908.0,359550.0,90.0,121585.0,624012.0
JH,Jharkhand,Khunti,553882,15135,28,349834,204048,285895,267881,106,140912,412970,JH,Jharkhand,Khunti,557382.0,24245.0,32.0,351482.0,205713.0,287542.0,269546.0,107.0,142890.0,414492.0
JH,Jharkhand,Koderma,673558,11858,48,424957,248601,323772,349651,135,92234,581324,JH,Jharkhand,Koderma,677605.0,27235.0,80.0,427575.0,249934.0,325523.0,351851.0,135.0,94089.0,583516.0
JH,Jharkhand,Latehar,671998,84672,79,444613,227385,342484,329382,132,150640,521358,JH,Jharkhand,Latehar,677969.0,94297.0,88.0,448536.0,229098.0,344938.0,332563.0,133.0,154671.0,523298.0
JH,Jharkhand,Lohardaga,410074,17932,45,253479,156595,209563,200431,80,117607,292467,JH,Jharkhand,Lohardaga,414707.0,28682.0,61.0,257066.0,157613.0,211900.0,202698.0,81.0,120426.0,294281.0
JH,Jharkhand,Pakur,809005,21300,26,548891,260114,415402,393439,164,176459,632546,JH,Jharkhand,Pakur,813421.0,29350.0,32.0,550967.0,262444.0,417456.0,395788.0,167.0,178745.0,634676.0
JH,Jharkhand,Palamu,1751922,189124,112,1042135,709787,893088,858498,336,299539,1452383,JH,Jharkhand,Palamu,1767237.0,198460.0,113.0,1053242.0,713696.0,899686.0,866915.0,337.0,306066.0,1461171.0
JH,Jharkhand,Ramgarh,980785,26221,77,591364,389421,510729,469783,273,140363,840422,JH,Jharkhand,Ramgarh,988354.0,33060.0,92.0,596477.0,391674.0,514208.0,473669.0,274.0,144877.0,843477.0
JH,Jharkhand,Ranchi,2983656,33959,74,1827027,1156629,1548011,1434865,780,386411,2588953,JH,Jharkhand,Ranchi,3000420.0,42936.0,95.0,1836083.0,1163482.0,1556271.0,1442511.0,783.0,391840.0,2600249.0
JH,Jharkhand,Sahibganj,1028463,65315,81,688078,340385,531579,496745,139,171846,856617,JH,Jharkhand,Sahibganj,1033727.0,65033.0,83.0,690925.0,342665.0,534059.0,499390.0,141.0,174640.0,859087.0
JH,Jharkhand,Saraikela-Kharsawan,967060,26285,82,610020,357040,517739,449116,205,100658,866402,JH,Jharkhand,Saraikela-Kharsawan,972598.0,18773.0,71.0,612741.0,359797.0,520375.0,451957.0,206.0,102337.0,870261.0
JH,Jharkhand,Simdega,573269,67280,153,336284,236985,288679,284510,80,85618,487651,JH,Jharkhand,Simdega,577958.0,97094.0,153.0,339673.0,238255.0,290856.0,286992.0,80.0,88228.0,489730.0
JH,Jharkhand,West Singhbhum,1371650,71934,72,891815,479835,678784,692643,223,173035,1198615,JH,Jharkhand,West Singhbhum,1383010.0,88155.0,81.0,900165.0,482598.0,684318.0,698220.0,225.0,177991.0,1205019.0
KA,Karnataka,Bagalkote,2598328,350013,229,1462174,1136154,1257949,1340083,296,427277,2171051,KA,Karnataka,Bagalkote,2606142.0,360779.0,249.0,1465376.0,1139400.0,1261435.0,1343045.0,296.0,430562.0,2175580.0
KA,Karnataka,Bengaluru Rural,1511935,56859,89,808797,703138,830901,680707,327,175410,1336525,KA,Karnataka,Bengaluru Rural,1522289.0,71327.0,96.0,814290.0,706161.0,835856.0,684266.0,329.0,179860.0,1342429.0
KA,Karnataka,Bengaluru Urban,2467462,78556,76,1383504,1083958,1393797,1073176,489,257359,2188653,KA,Karnataka,Bengaluru Urban,2481020.0,158165.0,181.0,1390828.0,1088888.0,1401370.0,1077855.0,491.0,262856.0,2196676.0
KA,Karnataka,Bengaluru Urban,15840056,362221,466,8707198,7132858,8737707,7098663,3686,2364700,13404505,KA,Karnataka,Bengaluru Urban,15905226.0,691821.0,773.0,8740584.0,7152953.0,8768769.0,7121056.0,3711.0,2393526.0,13440776.0
KA,Karnataka,Belagavi,6740531,16989,39,3737981,3002550,3323315,3416145,1071,765067,5975144,KA,Karnataka,Belagavi,6763782.0,324845.0,301.0,3749914.0,3008893.0,3333244.0,3424488.0,1075.0,775600.0,5987862.0
KA,Karnataka,Ballari,3725758,62510,45,2126623,1599135,1840107,1884898,753,493249,3232154,KA,Karnataka,Ballari,3736073.0,257410.0,220.0,2129074.0,1603190.0,1843571.0,1887938.0,755.0,495924.0,3239794.0
KA,Karnataka,Bidar,2270120,501437,287,1292097,978023,1128374,1141467,279,315055,1955065,KA,Karnataka,Bidar,2279252.0,495440.0,287.0,1294547.0,981796.0,1131695.0,1144369.0,279.0,317500.0,1961752.0
KA,Karnataka,Chamarajanagara,1417382,20650,34,796875,620507,664928,752184,270,282550,1134832,KA,Karnataka,Chamarajanagara,1422136.0,89646.0,122.0,798331.0,622868.0,666800.0,754127.0,270.0,285115.0,1137021.0
KA,Karnataka,Chikkamagaluru,1514314,18954,69,832866,681448,726858,787273,183,177848,1336466,KA,Karnataka,Chikkamagaluru,1523757.0,62146.0,181.0,837412.0,684913.0,730974.0,791167.0,184.0,181884.0,1341873.0
KA,Karnataka,Chikkaballapura,1798947,38252,46,1010903,788044,880748,917954,245,279068,1519879,KA,Karnataka,Chikkaballapura,1816641.0,169644.0,164.0,1013032.0,801470.0,888534.0,925722.0,246.0,282123.0,1534518.0
KA,Karnataka,Chitradurga,2253697,172270,168,1286967,966730,1094161,1159132,404,240090,2013607,KA,Karnataka,Chitradurga,2261414.0,286581.0,223.0,1289796.0,968271.0,1096556.0,1161105.0,406.0,242098.0,2019316.0
KA,Karnataka,Dakshina Kannada,3058727,197356,113,1697436,1361291,1521884,1536050,793,340949,2707336,KA,Karnataka,Dakshina Kannada,3068776.0,379652.0,203.0,1701407.0,1364827.0,1525957.0,1539481.0,796.0,344337.0,2713986.0
KA,Karnataka,Davanagere,2244524,35827,39,1279293,965231,1089392,1154698,434,251783,1992741,KA,Karnataka,Davanagere,2250330.0,126653.0,142.0,1280695.0,967968.0,1091613.0,1156615.0,435.0,252840.0,1997490.0
KA,Karnataka,Dharwad,2677495,152914,157,1507085,1170410,1338286,1338775,434,292093,2384825,KA,Karnataka,Dharwad,2688695.0,251522.0,244.0,1511722.0,1173438.0,1342211.0,1342513.0,436.0,295788.0,2392330.0
KA,Karnataka,Gadag,1488998,162943,145,826624,662374,714907,773849,242,178592,1310406,KA,Karnataka,Gadag,1496357.0,331535.0,231.0,830887.0,664068.0,718180.0,776530.0,245.0,182440.0,1313917.0
KA,Karnataka,Kalaburagi,3158448,505157,436,1855128,1303320,1573535,1584433,480,625887,2532408,KA,Karnataka,Kalaburagi,3173283.0,580356.0,448.0,1861195.0,1310403.0,1580320.0,1590797.0,481.0,633243.0,2539887.0
KA,Karnataka,Hassan,2572250,8902,15,1401063,1171187,1230621,1341207,422,382067,2190183,KA,Karnataka,Hassan,2581224.0,156334.0,241.0,1404229.0,1174643.0,1233990.0,1344459.0,423.0,385825.0,2195399.0
KA,Karnataka,Haveri,2091951,20,1,1206957,884994,1025765,1065940,246,248464,1843487,KA,Karnataka,Haveri,2101486.0,98385.0,172.0,1210740.0,888899.0,1029863.0,1069529.0,247.0,251461.0,1850025.0
KA,Karnataka,Kodagu,801860,47000,45,422240,379620,391451,410290,119,109498,692362,KA,Karnataka,Kodagu,804905.0,92030.0,76.0,423880.0,380337.0,392609.0,411489.0,119.0,111048.0,693857.0
KA,Karnataka,Kolar,2182068,257000,155,1212591,969477,1108313,1073417,338,349141,1832927,KA,Karnataka,Kolar,2190527.0,256154.0,156.0,1217633.0,971215.0,1112262.0,1076246.0,340.0,353062.0,1837465.0
KA,Karnataka,Koppal,1770398,42322,96,1009529,760869,850976,919132,290,294772,1475626,KA,Karnataka,Koppal,1778750.0,149616.0,260.0,1011677.0,765399.0,854382.0,922402.0,290.0,296930.0,1481820.0
KA,Karnataka,Mandya,2522297,800,4,1337383,1184914,1178288,1343582,427,303823,2218474,KA,Karnataka,Mandya,2533753.0,182598.0,274.0,1342811.0,1187021.0,1182706.0,1346696.0,429.0,309410.0,2224343.0
KA,Karnataka,Mysuru,4592230,138224,290,2491597,2100633,2231658,2359726,846,555550,4036166,KA,Karnataka,Mysuru,4611790.0,196069.0,340.0,2499289.0,2109398.0,2240701.0,2367135.0,851.0,562526.0,4048743.0
KA,Karnataka,Raichur,2345582,315180,316,1364066,981516,1122019,1223274,289,461483,1884099,KA,Karnataka,Raichur,2356711.0,391915.0,385.0,1369261.0,984965.0,1126405.0,1227531.0,290.0,466244.0,1890467.0
KA,Karnataka,Ramanagara,1554434,7643,15,834720,719714,763920,790240,274,263367,1291067,KA,Karnataka,Ramanagara,1562783.0,73075.0,178.0,839662.0,721708.0,767992.0,793101.0,277.0,267866.0,1294917.0
KA,Karnataka,Shivamogga,2362323,295200,198,1323624,1038699,1141681,1220393,249,302296,2060027,KA,Karnataka,Shivamogga,2371257.0,303469.0,213.0,1325662.0,1044280.0,1145509.0,1224183.0,250.0,303429.0,2067828.0
KA,Karnataka,Tumakuru,3622194,311411,174,2010253,1611941,1766974,1854649,571,465692,3156502,KA,Karnataka,Tumakuru,3633643.0,325066.0,176.0,2014071.0,1615163.0,1770957.0,1857701.0,573.0,468897.0,3164746.0
KA,Karnataka,Udupi,1857919,58301,55,1006195,851724,880716,976949,254,213415,1642147,KA,Karnataka,Udupi,1867990.0,333625.0,220.0,1009962.0,853584.0,883633.0,979657.0,256.0,216997.0,1648636.0
KA,Karnataka,Uttara Kannada,2003722,4630,9,1105306,898416,996982,1006490,250,169368,1834040,KA,Karnataka,Uttara Kannada,2014204.0,152222.0,147.0,1109528.0,900433.0,1000122.0,1009587.0,251.0,173317.0,1840573.0
KA,Karnataka,Vijayapura,3150457,381927,232,1742837,1407620,1599672,1550271,514,543211,2603534,KA,Karnataka,Vijayapura,3164970.0,589832.0,310.0,1749333.0,1413447.0,1606193.0,1556073.0,514.0,548895.0,2612361.0
KA,Karnataka,Yadgir,1472150,176281,125,847141,625009,723602,748336,212,170896,1301254,KA,Karnataka,Yadgir,1477567.0,185482.0,129.0,850487.0,626629.0,726104.0,750798.0,214.0,174111.0,1303456.0
KL,Kerala,Alappuzha,3032467,32705,87,1626334,1406133,1423650,1608068,749,386850,2645617,KL,Kerala,Alappuzha,3044114.0,89894.0,95.0,1630203.0,1412141.0,1428738.0,1612851.0,754.0,389887.0,2654227.0
KL,Kerala,Ernakulam,5536330,9323,21,3066378,2469952,2817379,2717846,1105,562945,4956879,KL,Kerala,Ernakulam,5554481.0,66612.0,166.0,3074175.0,2477411.0,2826069.0,2724407.0,1110.0,569446.0,4968513.0
KL,Kerala,Idukki,1610710,6000,9,903795,706915,804122,806183,405,172554,1438156,KL,Kerala,Idukki,1618656.0,57395.0,62.0,908989.0,708947.0,808016.0,809512.0,408.0,177479.0,1441177.0
KL,Kerala,Kannur,3688474,11810,29,2031451,1657023,1726042,1961271,1161,306238,3373901,KL,Kerala,Kannur,3703677.0,92994.0,117.0,2039633.0,1662580.0,1732949.0,1968094.0,1170.0,312457.0,3382885.0
KL,Kerala,Kasaragod,1732326,13240,38,964620,767706,821933,909938,455,175167,1557159,KL,Kerala,Kasaragod,1737413.0,27290.0,63.0,965931.0,770495.0,823985.0,911985.0,456.0,175388.0,1562025.0
KL,Kerala,Kollam,3757835,11079,33,2080168,1677667,1717337,2039399,1099,452011,3301021,KL,Kerala,Kollam,3777764.0,57435.0,105.0,2086104.0,1688472.0,1725606.0,2047862.0,1108.0,456239.0,3316722.0
KL,Kerala,Kottayam,2853360,12038,43,1571743,1281617,1397992,1454641,727,243092,2609094,KL,Kerala,Kottayam,2866262.0,28824.0,98.0,1579752.0,1284805.0,1404070.0,1459756.0,731.0,250620.0,2614468.0
KL,Kerala,Kozhikode,4402154,21550,33,2472023,1930131,2091450,2309351,1353,335231,4062115,KL,Kerala,Kozhikode,4417974.0,107710.0,126.0,2480293.0,1935448.0,2098135.0,2316251.0,1355.0,342522.0,4070644.0
KL,Kerala,Malappuram,5276307,28124,53,3060797,2215510,2500057,2774374,1876,414521,4855610,KL,Kerala,Malappuram,5316160.0,134400.0,169.0,3076674.0,2238645.0,2516405.0,2797019.0,1895.0,425998.0,4883971.0
KL,Kerala,Palakkad,3842285,8319,24,2154033,1688252,1800175,2041074,1036,360398,3479398,KL,Kerala,Palakkad,3866776.0,62106.0,108.0,2167810.0,1698029.0,1811469.0,2053326.0,1044.0,372482.0,3491790.0
KL,Kerala,Pathanamthitta,1986398,74600,63,1099100,887298,938299,1047707,392,195223,1791175,KL,Kerala,Pathanamthitta,1994458.0,105967.0,73.0,1103100.0,889610.0,941660.0,1050655.0,395.0,198101.0,1796357.0
KL,Kerala,Thiruvananthapuram,4925793,59357,140,2707636,2218157,2318761,2605816,1216,556060,4347244,KL,Kerala,Thiruvananthapuram,4937989.0,80212.0,165.0,2710677.0,2220850.0,2321708.0,2608600.0,1218.0,558996.0,4356502.0
KL,Kerala,Thrissur,4608451,86468,130,2489949,2118502,2148258,2459004,1189,476545,4127803,KL,Kerala,Thrissur,4624015.0,128334.0,144.0,2493878.0,2124798.0,2153433.0,2464047.0,1195.0,478549.0,4141355.0
KL,Kerala,Wayanad,1276807,39101,39,699916,576891,620514,655958,335,148648,1128159,KL,Kerala,Wayanad,1281615.0,119670.0,46.0,702857.0,577862.0,622574.0,657807.0,338.0,151515.0,1130100.0
LA,Ladakh,Kargil,169488,0,0,94163,75325,89817,79646,25,3878,165610,LA,Ladakh,Kargil,170335.0,3230.0,22.0,94769.0,75408.0,90112.0,80040.0,25.0,4411.0,165924.0
LA,Ladakh,Leh,228396,101,1,127589,100807,138144,90230,22,3773,224623,LA,Ladakh,Leh,229323.0,3219.0,19.0,127739.0,100821.0,138231.0,90307.0,22.0,3910.0,225413.0
LD,Lakshadweep,Lakshadweep,111533,3390,7,58374,53159,59428,52099,6,2732,108801,LD,Lakshadweep,Lakshadweep,112056.0,27010.0,10.0,58656.0,53219.0,59624.0,52245.0,6.0,3011.0,109045.0
MP,Madhya Pradesh,Agar Malwa,909152,1330,8,466558,442594,481689,427008,455,66545,842607,MP,Madhya Pradesh,Agar Malwa,911101.0,13540.0,56.0,467706.0,442761.0,482334.0,427677.0,456.0,67699.0,843402.0
MP,Madhya Pradesh,Alirajpur,807492,0,0,430461,377031,423562,383856,74,78142,729350,MP,Madhya Pradesh,Alirajpur,809956.0,51170.0,181.0,432302.0,377394.0,424699.0,384920.0,77.0,79825.0,730131.0
MP,Madhya Pradesh,Anuppur,1033805,0,0,541859,491946,515675,518012,118,129862,903943,MP,Madhya Pradesh,Anuppur,1035767.0,28900.0,82.0,543349.0,492236.0,516588.0,518879.0,118.0,131382.0,904385.0
MP,Madhya Pradesh,Ashoknagar,1159037,3713,28,607914,551123,607957,550827,253,186448,972589,MP,Madhya Pradesh,Ashoknagar,1164741.0,32160.0,131.0,612940.0,551369.0,610392.0,553663.0,254.0,191522.0,973219.0
MP,Madhya Pradesh,Balaghat,2699920,802,2,1412939,1286981,1325972,1373504,444,342553,2357367,MP,Madhya Pradesh,Balaghat,2707201.0,60445.0,132.0,1417542.0,1287952.0,1328868.0,1376180.0,446.0,347427.0,2359774.0
MP,Madhya Pradesh,Barwani,1645535,2860,19,865548,779987,847643,797620,272,185620,1459915,MP,Madhya Pradesh,Barwani,1656385.0,146368.0,308.0,875284.0,780510.0,853062.0,802457.0,275.0,195413.0,1460972.0
MP,Madhya Pradesh,Betul,2227475,6906,3,1164726,1062749,1135088,1092081,306,282391,1945084,MP,Madhya Pradesh,Betul,2232574.0,114117.0,125.0,1167689.0,1064074.0,1137330.0,1094125.0,308.0,285828.0,1946746.0
MP,Madhya Pradesh,Bhind,2251877,45100,45,1171104,1080773,1214009,1037284,584,274526,1977351,MP,Madhya Pradesh,Bhind,2258060.0,103380.0,89.0,1176197.0,1081222.0,1217278.0,1039556.0,585.0,279674.0,1978386.0
MP,Madhya Pradesh,Bhopal,4120161,16528,30,2200089,1920072,2253798,1865348,1015,557330,3560067,MP,Madhya Pradesh,Bhopal,4136997.0,118059.0,224.0,2208412.0,1922534.0,2259795.0,1870132.0,1018.0,566076.0,3568136.0
MP,Madhya Pradesh,Burhanpur,1082229,160,3,561267,520962,563468,518584,177,212576,869653,MP,Madhya Pradesh,Burhanpur,1087570.0,21460.0,140.0,564903.0,522392.0,566099.0,521019.0,177.0,217139.0,870431.0
MP,Madhya Pradesh,Chhatarpur,2366421,4010,15,1266455,1099966,1268222,1097128,1071,311783,2054638,MP,Madhya Pradesh,Chhatarpur,2374401.0,89600.0,199.0,1273005.0,1100260.0,1271689.0,1100502.0,1074.0,318331.0,2056070.0
MP,Madhya Pradesh,Chhindwara,3389472,1780,11,1748183,1641289,1727617,1660946,909,364304,3025168,MP,Madhya Pradesh,Chhindwara,3398365.0,85420.0,199.0,1752285.0,1643720.0,1730896.0,1664199.0,909.0,369044.0,3029321.0
MP,Madhya Pradesh,Damoh,1766729,820,4,909470,857259,919245,847206,278,151080,1615649,MP,Madhya Pradesh,Damoh,1770913.0,43370.0,140.0,911447.0,857579.0,920683.0,848064.0,279.0,152993.0,1617920.0
MP,Madhya Pradesh,Datia,1180255,0,0,604044,576211,632005,547987,263,190952,989303,MP,Madhya Pradesh,Datia,1181883.0,13434.0,85.0,605151.0,576358.0,632690.0,548556.0,263.0,192291.0,989592.0
