09/01/2022,Gujarat,Mehsana,2883858,4650,35,1543409,1340449,1506268,1377142,448,465147,2418711
09/01/2022,Gujarat,Patan,1790260,4509,28,936347,853913,922700,867339,221,348863,1441397
09/01/2022,Gujarat,Sabarkantha,2104422,6877,63,1098553,1005869,1089437,1014639,346,153308,1951114
09/01/2022,Gujarat,Dang,295322,0,0,176233,119089,159551,135759,12,10805,284517
09/01/2022,Gujarat,Navsari,1990161,2725,29,1022981,967180,1007386,982488,287,450635,1539526
09/01/2022,Gujarat,Surat,2376865,5701,29,1316529,1060336,1361515,1014988,362,236580,2140285
09/01/2022,Gujarat,Tapi,1091557,25650,85,577383,514174,568271,523148,138,105311,986246
09/01/2022,Gujarat,Valsad,2680332,8982,67,1360546,1319786,1549339,1130308,685,419799,2260533
09/01/2022,Gujarat,Devbhumi Dwaraka,1112052,3836,23,605420,506632,596421,515436,195,217400,894652
09/01/2022,Gujarat,Jamnagar,1356623,12580,52,704984,651639,746083,610378,162,102679,1253944
09/01/2022,Gujarat,Kutch,3026564,13987,90,1593788,1432776,1715244,1310782,538,332358,2694206
09/01/2022,Gujarat,Morbi,1406773,1946,10,789701,617072,797335,609202,236,144539,1262234
09/01/2022,Gujarat,Porbandar,854104,6000,47,457988,396116,437039,416923,142,169040,685064
09/01/2022,Gujarat,Rajkot,2319411,1627,14,1259460,1059951,1260731,1058299,381,133649,2185762
09/01/2022,Gujarat,Amreli,2006042,55939,125,1037351,968691,1032341,973423,278,433626,1572416
09/01/2022,Gujarat,Bhavnagar,2811716,9974,17,1398619,1413097,1516744,1294553,419,347106,2464610
09/01/2022,Gujarat,Botad,800370,4625,7,421533,378837,413955,386316,99,122366,678004
09/01/2022,Gujarat,Gir Somnath,1816179,16320,17,956696,859483,942847,872832,500,312344,1503835
09/01/2022,Gujarat,Junagadh,2278048,2838,13,1128980,1149068,1213345,1064285,418,130740,2147308
09/01/2022,Gujarat,Anand,3105622,21427,131,1617985,1487637,1611202,1493923,497,447996,2657626
09/01/2022,Gujarat,Bharuch,2577000,25328,93,1370530,1206470,1494384,1082099,517,300519,2276481
09/01/2022,Gujarat,Chhotaudepur,1325261,141,2,685337,639924,699773,625267,221,239661,1085600
09/01/2022,Gujarat,Dahod,3100154,7342,57,1583293,1516861,1607039,1492708,407,190114,2910040
09/01/2022,Gujarat,Mahisagar,1723961,10401,63,869199,854762,903302,820410,249,177824,1546137
09/01/2022,Gujarat,Narmada,857601,35358,29,440822,416779,447345,410127,129,138540,719061
09/01/2022,Gujarat,Panchmahal,2299251,8703,52,1175136,1124115,1251224,1047636,391,292233,2007018
09/01/2022,Gujarat,Ahmedabad Corporation,8851944,155673,210,5130040,3721904,4995836,3854556,1552,836676,7999759
09/01/2022,Gujarat,Bhavnagar Corporation,946938,57518,51,508154,438784,499632,447182,124,141998,804940
